,title,description,timestamp,concat,relevant
852,Inside the Secret Mission to Fly Taiwan’s President to Africa,"From satellite phone check-ins to a borrowed royal plane, new details show how Taiwan’s leader’s team outwitted China and pulled off an audacious journey to southern Africa.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=9, tm_min=53, tm_sec=18, tm_wday=3, tm_yday=134, tm_isdst=0)","Inside the Secret Mission to Fly Taiwan’s President to Africa | From satellite phone check-ins to a borrowed royal plane, new details show how Taiwan’s leader’s team outwitted China and pulled off an audacious journey to southern Africa.",-1
853,Duterte Ally Flees to Evade I.C.C. Arrest Warrant After Chaos at Philippine Senate,"Senator Ronald dela Rosa, who is wanted by the International Criminal Court in The Hague, had been holed up in the building when shots rang out.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=9, tm_min=48, tm_sec=3, tm_wday=3, tm_yday=134, tm_isdst=0)","Duterte Ally Flees to Evade I.C.C. Arrest Warrant After Chaos at Philippine Senate | Senator Ronald dela Rosa, who is wanted by the International Criminal Court in The Hague, had been holed up in the building when shots rang out.",-1
854,Argentina Races To Find Origin of Hantavirus Outbreak,The scientific investigation into the origin of cruise infection has become entangled with international finger pointing.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=9, tm_min=4, tm_sec=59, tm_wday=3, tm_yday=134, tm_isdst=0)",Argentina Races To Find Origin of Hantavirus Outbreak | The scientific investigation into the origin of cruise infection has become entangled with international finger pointing.,-1
855,Cecilia Flores Became the Voice of Mexican Mothers,One of the most prominent activists for Mexico’s disappeared recently found the remains of one missing son. Now she has turned her attention to finding the other.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=9, tm_min=0, tm_sec=42, tm_wday=3, tm_yday=134, tm_isdst=0)",Cecilia Flores Became the Voice of Mexican Mothers | One of the most prominent activists for Mexico’s disappeared recently found the remains of one missing son. Now she has turned her attention to finding the other.,0
856,Russia Pummels Kyiv After Putin Hints That War Could End Soon,"At least five people were killed and dozens were wounded in a drone and missile strike, the latest in a series of attacks since a three-day truce expired on Monday.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=38, tm_sec=25, tm_wday=3, tm_yday=134, tm_isdst=0)","Russia Pummels Kyiv After Putin Hints That War Could End Soon | At least five people were killed and dozens were wounded in a drone and missile strike, the latest in a series of attacks since a three-day truce expired on Monday.",-1
857,Judge Orders U.S. to Return Colombian Woman Deported to Congo,The unusual ruling came after the judge found that the Trump administration had most likely violated the law by deporting the 55-year-old woman to the African country despite its refusal to take her.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=2, tm_min=0, tm_sec=43, tm_wday=3, tm_yday=134, tm_isdst=0)",Judge Orders U.S. to Return Colombian Woman Deported to Congo | The unusual ruling came after the judge found that the Trump administration had most likely violated the law by deporting the 55-year-old woman to the African country despite its refusal to take her.,-1
858,China Restores Beef Trade With U.S. as Goodwill Gesture for Trump Visit,"Beijing approved export licenses for hundreds of American slaughterhouses to resume beef shipments, ending a 15-month ban.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=8, tm_min=14, tm_sec=35, tm_wday=3, tm_yday=134, tm_isdst=0)","China Restores Beef Trade With U.S. as Goodwill Gesture for Trump Visit | Beijing approved export licenses for hundreds of American slaughterhouses to resume beef shipments, ending a 15-month ban.",1
859,Who Owns These Artworks? Musée d’Orsay Hopes Visitors Can Help Find Out.,A new room in the Musée d’Orsay’s permanent display includes 13 pieces that were recovered from Germany and Austria after World War II and whose provenance is unknown.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=12, tm_min=53, tm_sec=6, tm_wday=3, tm_yday=134, tm_isdst=0)",Who Owns These Artworks? Musée d’Orsay Hopes Visitors Can Help Find Out. | A new room in the Musée d’Orsay’s permanent display includes 13 pieces that were recovered from Germany and Austria after World War II and whose provenance is unknown.,0
860,Over 100 People Killed in India’s Uttar Pradesh as Storms Wreak Destruction,"The deaths were scattered across a swath of India’s most populous state, Uttar Pradesh, where many homes were destroyed.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=12, tm_min=47, tm_sec=5, tm_wday=3, tm_yday=134, tm_isdst=0)","Over 100 People Killed in India’s Uttar Pradesh as Storms Wreak Destruction | The deaths were scattered across a swath of India’s most populous state, Uttar Pradesh, where many homes were destroyed.",-1
861,Where Are the Women on Trump’s Visit to China?,"Nearly all the business leaders and officials accompanying President Trump in China are men. There are few women on the Chinese side, too.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=12, tm_min=34, tm_sec=14, tm_wday=3, tm_yday=134, tm_isdst=0)","Where Are the Women on Trump’s Visit to China? | Nearly all the business leaders and officials accompanying President Trump in China are men. There are few women on the Chinese side, too.",-1
862,What People in China Say of Trump,"Residents in four Chinese cities described a mixture of amusement and anger, blaming U.S. tensions for a slowing economy and rising fuel prices.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=12, tm_min=16, tm_sec=23, tm_wday=3, tm_yday=134, tm_isdst=0)","What People in China Say of Trump | Residents in four Chinese cities described a mixture of amusement and anger, blaming U.S. tensions for a slowing economy and rising fuel prices.",-1
863,Trump Invites Xi to White House During State Dinner in Beijing,President Trump and President Xi Jinping of China emphasized cooperation in their remarks after walking into the Great Hall of the People side by side.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=12, tm_min=13, tm_sec=59, tm_wday=3, tm_yday=134, tm_isdst=0)",Trump Invites Xi to White House During State Dinner in Beijing | President Trump and President Xi Jinping of China emphasized cooperation in their remarks after walking into the Great Hall of the People side by side.,-1
864,"Wes Streeting Resigns, Setting Stage for Possible UK Leadership Challenge to Starmer","After days of speculation, the British health secretary said Thursday that he was resigning from the government of Prime Minister Keir Starmer.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=12, tm_min=47, tm_sec=46, tm_wday=3, tm_yday=134, tm_isdst=0)","Wes Streeting Resigns, Setting Stage for Possible UK Leadership Challenge to Starmer | After days of speculation, the British health secretary said Thursday that he was resigning from the government of Prime Minister Keir Starmer.",-1
865,"China’s State Dinner Menu for Trump Includes Beef Ribs, Roast Duck and Tiramisu",A mixture of Chinese and international dishes were on the menu as Beijing’s chefs sought to appeal to President Trump’s tastes.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=52, tm_sec=1, tm_wday=3, tm_yday=134, tm_isdst=0)","China’s State Dinner Menu for Trump Includes Beef Ribs, Roast Duck and Tiramisu | A mixture of Chinese and international dishes were on the menu as Beijing’s chefs sought to appeal to President Trump’s tastes.",-1
866,What to Know About Day 1 of Trump and Xi’s Meeting,"President Trump and China’s leader, Xi Jinping, exchanged pleasantries and also tackled areas of contention like Taiwan and trade.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=12, tm_min=22, tm_sec=45, tm_wday=3, tm_yday=134, tm_isdst=0)","What to Know About Day 1 of Trump and Xi’s Meeting | President Trump and China’s leader, Xi Jinping, exchanged pleasantries and also tackled areas of contention like Taiwan and trade.",1
867,Chinese Media Cast Trump’s Visit as a Sign of Beijing’s Rising Stature,Chinese state media is depicting the summit as an opportunity for the United States to accept that the “right way” for the two powers to engage is as equals.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=56, tm_sec=53, tm_wday=3, tm_yday=134, tm_isdst=0)",Chinese Media Cast Trump’s Visit as a Sign of Beijing’s Rising Stature | Chinese state media is depicting the summit as an opportunity for the United States to accept that the “right way” for the two powers to engage is as equals.,-1
868,"Trump and Xi Discuss the Need to Open the Strait of Hormuz, U.S. Says","Earlier, Secretary of State Marco Rubio said in an interview that China should take a more active role in resolving a standoff over the strait.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=0, tm_sec=58, tm_wday=3, tm_yday=134, tm_isdst=0)","Trump and Xi Discuss the Need to Open the Strait of Hormuz, U.S. Says | Earlier, Secretary of State Marco Rubio said in an interview that China should take a more active role in resolving a standoff over the strait.",1
869,Can Some Very Tiny Particles Cool the Planet? One Tech Company Says Yes.,Stardust Solutions says its tiny spheres can reflect the sun’s rays without harming people or the environment. Critics say private companies have no business altering Earth’s atmosphere.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=9, tm_min=2, tm_sec=53, tm_wday=3, tm_yday=134, tm_isdst=0)",Can Some Very Tiny Particles Cool the Planet? One Tech Company Says Yes. | Stardust Solutions says its tiny spheres can reflect the sun’s rays without harming people or the environment. Critics say private companies have no business altering Earth’s atmosphere.,1
870,Xi Says U.S.-China Relations Could Turn ‘Dangerous’ Over Taiwan,"China’s leader, Xi Jinping, said relations between the two countries could enter an “extremely dangerous place” if Mr. Trump ignored Chinese demands over Taiwan.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=13, tm_min=4, tm_sec=44, tm_wday=3, tm_yday=134, tm_isdst=0)","Xi Says U.S.-China Relations Could Turn ‘Dangerous’ Over Taiwan | China’s leader, Xi Jinping, said relations between the two countries could enter an “extremely dangerous place” if Mr. Trump ignored Chinese demands over Taiwan.",-1
871,Inside Trump’s Summit Tour in Beijing: From Temple of Heaven to the Great Hall,"The Temple of Heaven and Great Hall of the People embody distinct parts of China’s history, which Xi Jinping has sought to underscore while hosting state visits.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=7, tm_min=46, tm_sec=43, tm_wday=3, tm_yday=134, tm_isdst=0)","Inside Trump’s Summit Tour in Beijing: From Temple of Heaven to the Great Hall | The Temple of Heaven and Great Hall of the People embody distinct parts of China’s history, which Xi Jinping has sought to underscore while hosting state visits.",0
872,In Photos and Video: President Trump Goes to China,His talks with Xi Jinping in Beijing could decide whether the United States and China maintain their uneasy truce on trade.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=11, tm_min=36, tm_sec=29, tm_wday=3, tm_yday=134, tm_isdst=0)",In Photos and Video: President Trump Goes to China | His talks with Xi Jinping in Beijing could decide whether the United States and China maintain their uneasy truce on trade.,1
873,Beijing Tightens Security As Trump and Xi Meet in China,"Historic sites and roads have been closed in the Chinese capital for President Trump’s state visit, resulting in severe traffic and disappointed tourists.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=4, tm_min=35, tm_sec=52, tm_wday=3, tm_yday=134, tm_isdst=0)","Beijing Tightens Security As Trump and Xi Meet in China | Historic sites and roads have been closed in the Chinese capital for President Trump’s state visit, resulting in severe traffic and disappointed tourists.",-1
874,Why Does China Want Taiwan?,"There are few issues in diplomacy more complicated than the status of the self-governing island, which China claims as its own. It is almost certain to come up when President Trump meets China’s leader.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=4, tm_min=27, tm_sec=42, tm_wday=3, tm_yday=134, tm_isdst=0)","Why Does China Want Taiwan? | There are few issues in diplomacy more complicated than the status of the self-governing island, which China claims as its own. It is almost certain to come up when President Trump meets China’s leader.",-1
875,"Activists, Lawmakers Urge Trump to Call for Release of Jimmy Lai and Dong Yuyu","Supporters of Mr. Lai, a Hong Kong dissident, and Mr. Dong, a Chinese journalist, hope President Trump will raise their cases with President Xi Jinping.","time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=4, tm_min=0, tm_sec=11, tm_wday=3, tm_yday=134, tm_isdst=0)","Activists, Lawmakers Urge Trump to Call for Release of Jimmy Lai and Dong Yuyu | Supporters of Mr. Lai, a Hong Kong dissident, and Mr. Dong, a Chinese journalist, hope President Trump will raise their cases with President Xi Jinping.",-1
876,Canada and Alberta Reach Agreement to Raise Carbon Prices as Pipeline Tradeoff,But the agreement is the latest softening of carbon reduction measures introduced by Prime Minister Mark Carney since he took office last year.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=13, tm_hour=23, tm_min=50, tm_sec=41, tm_wday=2, tm_yday=133, tm_isdst=0)",Canada and Alberta Reach Agreement to Raise Carbon Prices as Pipeline Tradeoff | But the agreement is the latest softening of carbon reduction measures introduced by Prime Minister Mark Carney since he took office last year.,1
877,The China Gambit: From Nixon to Trump,President Trump’s visit to Beijing comes as relations with China have become more combative.,"time.struct_time(tm_year=2026, tm_mon=5, tm_mday=14, tm_hour=4, tm_min=29, tm_sec=32, tm_wday=3, tm_yday=134, tm_isdst=0)",The China Gambit: From Nixon to Trump | President Trump’s visit to Beijing comes as relations with China have become more combative.,-1
